CustomerID,TotalAmount,AvgOrderAmount,OrderCount,FavoriteProduct,CustomerValue
13506.0,4585.2,176.35384615384615,26,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Middle Value
13507.0,24791.6,153.03456790123457,162,IVORY WICKER HEART SMALL,Middle Value
13508.0,1109.7,92.47500000000001,12,RETROSPOT PADDED SEAT CUSHION,Low Value
13509.0,9797.2,222.66363636363639,44,PARTY CONES CANDY ASSORTED,Middle Value
13510.0,17915.6,155.7878260869565,115,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Middle Value
13512.0,2512.1,167.47333333333333,15,EASTER DECORATION NATURAL CHICK,Middle Value
13513.0,2051.0,205.1,10,ZINC METAL HEART DECORATION,Middle Value
13514.0,1522.0,380.5,4,WOODEN FRAME ANTIQUE WHITE ,Middle Value
13515.0,8911.2,151.03728813559323,59,SET 20 NAPKINS FAIRY CAKES DESIGN ,Middle Value
13516.0,13894.1,315.77500000000003,44,TRADITIONAL WOODEN CATCH CUP GAME ,Middle Value
13517.0,21284.2,150.9517730496454,141,CHRISTMAS HANGING STAR WITH BELL,Middle Value
13518.0,6594.4,173.53684210526316,38,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Middle Value
13519.0,1227.5,153.4375,8,3 TRADITIONAl BISCUIT CUTTERS  SET,Low Value
13520.0,36243.5,389.71505376344084,93,ROUND SNACK BOXES SET OF4 WOODLAND ,High Value
13521.0,10936.5,25.083715596330276,436,CHRISTMAS HANGING STAR WITH BELL,Middle Value
13522.0,1258.0,251.6,5,6 RIBBONS RUSTIC CHARM,Middle Value
13523.0,39648.8,230.51627906976745,172,PICTURE DOMINOES,High Value
13524.0,6801.8,251.91851851851854,27,ASSORTED TUTTI FRUTTI PEN,Middle Value
13525.0,6287.8,1047.9666666666667,6,ASSORTED COLOUR BIRD ORNAMENT,Middle Value
13527.0,22875.1,102.57892376681613,223,FRENCH STYLE STORAGE JAR BONBONS,Middle Value
13529.0,3077.6,205.17333333333332,15,HANGING QUILTED PATCHWORK APPLES,Middle Value
13531.0,4838.0,219.9090909090909,22,JUMBO BAG RED RETROSPOT,Middle Value
13532.0,2103.1,31.865151515151513,66,WRAP 50'S  CHRISTMAS,Middle Value
13533.0,2707.9,35.63026315789474,76,SMALL DOLLY MIX DESIGN ORANGE BOWL,Middle Value
13534.0,58700.8,198.31351351351353,296,JUMBO  BAG BAROQUE BLACK WHITE,High Value
13536.0,34482.9,192.6418994413408,179,HANGING HEART WITH BELL,High Value
13538.0,12808.5,512.34,25,DOORMAT SPOTTY HOME SWEET HOME,Middle Value
13539.0,6313.4,170.6324324324324,37,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Middle Value
13544.0,2914.1,33.49540229885057,87,BLACK WINE GLASS,Middle Value
13546.0,6269.9,63.97857142857143,98,RED  EGG  SPOON,Middle Value
13548.0,6824.099999999999,55.03306451612903,124,IVORY WICKER HEART SMALL,Middle Value
13549.0,9182.0,180.0392156862745,51,COLOUR GLASS T-LIGHT HOLDER HANGING,Middle Value
13551.0,918.0,229.5,4,EDWARDIAN PARASOL BLACK,Middle Value
13552.0,37400.7,343.1256880733945,109,JUMBO BAG ALPHABET,High Value
13555.0,41492.8,305.09411764705885,136,MINI PAINT SET VINTAGE ,High Value
13557.0,5840.6,171.78235294117647,34,WRAP PINK FAIRY CAKES ,Middle Value
13558.0,6050.6,34.57485714285715,175,CARD CHRISTMAS VILLAGE,Middle Value
13560.0,1743.7,52.83939393939394,33,RED BABY BUNTING ,Middle Value
13561.0,1418.6,101.32857142857142,14,WHITE HANGING HEART T-LIGHT HOLDER,Low Value
13562.0,17993.3,219.43048780487803,82,JINGLE BELL HEART DECORATION,Middle Value
13563.0,7775.3,158.6795918367347,49,RED HANGING HEART T-LIGHT HOLDER,Middle Value
13564.0,17490.2,210.7253012048193,83,SWALLOWS GREETING CARD,Middle Value
13565.0,2402.2,63.215789473684204,38,ASSORTED TUTTI FRUTTI HEART BOX,Middle Value
13566.0,8747.1,49.69943181818182,176,GLITTER CHRISTMAS TREE,Middle Value
13568.0,1928.5,43.82954545454545,44,CERAMIC HEART FAIRY CAKE MONEY BANK,Middle Value
13569.0,3737.5,43.970588235294116,85,"FANCY FONT BIRTHDAY CARD, ",Middle Value
13570.0,2394.9,88.7,27,ASSORTED COLOUR BIRD ORNAMENT,Low Value
13571.0,20923.2,61.358357771261,341,WOODEN HEART CHRISTMAS SCANDINAVIAN,Middle Value
13572.0,13842.5,419.469696969697,33,REGENCY CAKE FORK,Middle Value
13573.0,2944.0,113.23076923076923,26,DISCO BALL CHRISTMAS DECORATION,Middle Value
13575.0,7320.7,159.14565217391305,46,12 PENCILS TALL TUBE SKULLS,Middle Value
13576.0,67173.4,533.1222222222221,126,BLACK RECORD COVER FRAME,High Value
13577.0,16876.0,203.32530120481928,83,JUMBO BAG RED RETROSPOT,Middle Value
13579.0,4670.4,203.0608695652174,23,FUNKY DIVA PEN,Middle Value
13581.0,1180.0,118.0,10,MAGNETS PACK OF 4 CHILDHOOD MEMORY,Low Value
13583.0,7810.3,147.36415094339623,53,ASSTD MULTICOLOUR CIRCLES MUG,Middle Value
13584.0,1424.0,59.333333333333336,24,VINTAGE BILLBOARD TEA MUG,Low Value
13587.0,7124.0,890.5,8,JUMBO BAG PINK POLKADOT,Middle Value
13588.0,24789.5,142.4683908045977,174,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Middle Value
13589.0,3796.5,180.78571428571428,21,SET OF 6 TEA TIME BAKING CASES,Middle Value
13590.0,19819.2,227.80689655172415,87,WOODEN HEART CHRISTMAS SCANDINAVIAN,Middle Value
13591.0,11171.3,192.60862068965517,58,ASSORTED COLOURS SILK FAN,Middle Value
13592.0,2479.6,154.975,16,ASSORTED COLOURS SILK FAN,Low Value
13593.0,20370.8,159.146875,128,COLOUR GLASS T-LIGHT HOLDER HANGING,Middle Value
13594.0,3969.7,152.68076923076922,26,BLUE POLKADOT WRAP,Middle Value
13596.0,6970.4,41.99036144578313,166,SET 12 COLOUR PENCILS DOLLY GIRL ,Middle Value
13598.0,1801.7,45.042500000000004,40,ANTIQUE SILVER TEA GLASS ENGRAVED,Middle Value
13599.0,51536.7,208.6506072874494,247,BOUDOIR SQUARE TISSUE BOX,High Value
13600.0,2195.2,115.53684210526315,19,DRAGONS BLOOD INCENSE,Low Value
13601.0,6933.2,70.03232323232324,99,BUBBLEGUM RING ASSORTED,Middle Value
13602.0,4288.9,186.47391304347823,23,HANGING MINI COLOURED BOTTLES,Middle Value
13603.0,1643.4,60.86666666666667,27,SET 12 COLOURING PENCILS DOILY,Low Value
13606.0,2805.4,65.24186046511628,43,PACK OF 12 RED RETROSPOT TISSUES ,Middle Value
13607.0,6780.1,69.18469387755103,98,3 RAFFIA RIBBONS 50'S CHRISTMAS ,Middle Value
13610.0,11318.8,50.08318584070796,226,PINK DRAWER KNOB ACRYLIC EDWARDIAN,Middle Value
13611.0,11718.0,158.35135135135135,74,FUNKY DIVA PEN,Middle Value
13614.0,16104.6,80.12238805970149,201,POTTING SHED TEA MUG,Middle Value
13615.0,4176.9,181.60434782608695,23,72 SWEETHEART FAIRY CAKE CASES,Middle Value
13617.0,5441.8,123.67727272727274,44,ETCHED GLASS COASTER,Middle Value
13618.0,1773.3999999999999,136.4153846153846,13,DECORATION SITTING BUNNY,Low Value
13621.0,2138.5,112.55263157894737,19,POPART WOODEN PENCILS ASST,Low Value
13623.0,7477.8,92.31851851851852,81,ASSTD DESIGN RACING CAR PEN,Middle Value
13626.0,2572.3,135.3842105263158,19,PACK OF 12 PINK PAISLEY TISSUES ,Middle Value
13627.0,16384.7,178.0945652173913,92,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,Middle Value
13629.0,77923.59999999999,1320.7389830508473,59,JUMBO BAG RED RETROSPOT,High Value
13630.0,20317.8,286.1661971830986,71,VICTORIAN GLASS HANGING T-LIGHT,Middle Value
13631.0,30704.2,2791.2909090909093,11,RED KITCHEN SCALES,Middle Value
13632.0,21212.7,145.29246575342466,146,IVORY WICKER HEART SMALL,Middle Value
13634.0,15751.6,83.78510638297873,188,GINGHAM ROSE WRAP,Middle Value
13635.0,10710.3,172.74677419354836,62,MAGIC DRAWING SLATE DINOSAUR,Middle Value
13636.0,9491.2,150.65396825396826,63,PENS ASSORTED FUNNY FACE,Middle Value
13637.0,8105.0,80.24752475247524,101,RED RETROSPOT SMALL MILK JUG,Middle Value
13638.0,1226.3999999999999,153.29999999999998,8,WRAP 50'S  CHRISTMAS,Low Value
13639.0,10333.4,258.335,40,6 RIBBONS RUSTIC CHARM,Middle Value
13642.0,3548.0,53.75757575757576,66,DOUGHNUT LIP GLOSS ,Middle Value
13643.0,5194.4,185.5142857142857,28,JUMBO BAG VINTAGE LEAF,Middle Value
13644.0,26242.6,179.74383561643833,146,STAR DECORATION PAINTED ZINC ,High Value
13645.0,2521.0,504.2,5,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,Middle Value
13647.0,16781.2,212.42025316455698,79,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Middle Value
13649.0,3466.0,150.69565217391303,23,FILIGRIS HEART WITH BUTTERFLY,Middle Value
13650.0,18363.4,191.2854166666667,96,60 CAKE CASES VINTAGE CHRISTMAS,Middle Value
13651.0,942.0,157.0,6,PARTY METAL SIGN ,Low Value
13652.0,10950.8,173.82222222222222,63,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Middle Value
13654.0,27073.3,163.0921686746988,166,PIECE OF CAMO STATIONERY SET,Middle Value
13655.0,9329.7,166.60178571428574,56,ASSTD MULTICOLOUR CIRCLES MUG,Middle Value
13656.0,3796.5,77.4795918367347,49,CARTOON  PENCIL SHARPENERS,Middle Value
13657.0,3821.4,238.8375,16,ASSORTED COLOURS SILK FAN,Middle Value
13658.0,26391.7,244.3675925925926,108,WORLD WAR 2 GLIDERS ASSTD DESIGNS,High Value
13659.0,15732.0,151.26923076923077,104,BROCADE RING PURSE ,Middle Value
13662.0,8977.6,169.38867924528302,53,MINI PAINT SET VINTAGE ,Middle Value
13663.0,1894.7,145.74615384615385,13,CHRISTMAS TABLE CANDLE SILVER SPIKE,Low Value
13666.0,846.5,70.54166666666667,12,HANGING JAM JAR T-LIGHT HOLDER,Low Value
13667.0,3050.2,35.05977011494252,87,NO JUNK MAIL METAL SIGN,Middle Value
13668.0,63635.9,135.3955319148936,470,VICTORIAN GLASS HANGING T-LIGHT,Middle Value
13669.0,2185.5,242.83333333333334,9,CARTOON  PENCIL SHARPENERS,Middle Value
13670.0,3497.0,139.88,25,60 CAKE CASES VINTAGE CHRISTMAS,Middle Value
13672.0,1863.8999999999999,310.65,6,HANGING RIDGE GLASS T-LIGHT HOLDER,Middle Value
13673.0,3969.2,61.06461538461538,65,BAKING SET 9 PIECE RETROSPOT ,Middle Value
13675.0,4868.2,194.72799999999998,25,CACTI T-LIGHT CANDLES,Middle Value
13678.0,2326.0,145.375,16,PIECE OF CAMO STATIONERY SET,Low Value
13680.0,37224.2,190.89333333333332,195,JUMBO BAG RED RETROSPOT,High Value
13681.0,8278.3,145.23333333333332,57,SMALL WHITE HEART OF WICKER,Middle Value
13682.0,595.0,198.33333333333334,3,ROSE 3 WICK MORRIS BOX CANDLE,Middle Value
13684.0,672.3,22.41,30,LARGE CIRCULAR MIRROR MOBILE,Middle Value
13685.0,31194.4,799.8564102564103,39,CHRISTMAS PUDDING TRINKET POT ,Middle Value
13686.0,720.0,90.0,8,CHARLOTTE BAG APPLES DESIGN,Low Value
13689.0,9099.999999999998,1516.6666666666663,6,JUMBO BAG 50'S CHRISTMAS ,Middle Value
13690.0,1722.5,191.38888888888889,9,SET OF 60 I LOVE LONDON CAKE CASES ,Middle Value
13692.0,14883.2,280.81509433962265,53,ASSORTED COLOUR BIRD ORNAMENT,Middle Value
13694.0,650396.2,1145.063732394366,568,LETTER SHAPE PENCIL SHARPENER,High Value
13695.0,25041.3,278.2366666666667,90,VICTORIAN GLASS HANGING T-LIGHT,High Value
13697.0,1513.0,126.08333333333333,12,BLUE SCANDINAVIAN PAISLEY WRAP,Low Value
13699.0,3085.8,220.41428571428574,14,HAND OVER THE CHOCOLATE   SIGN ,Middle Value
13700.0,22651.2,114.98071065989848,197,CHARLOTTE BAG DOLLY GIRL DESIGN,Middle Value
13703.0,995.0,995.0,1,SWEETHEART CAKESTAND 3 TIER,Middle Value
13704.0,23080.6,172.24328358208953,134,60 CAKE CASES VINTAGE CHRISTMAS,Middle Value
13705.0,7118.6,254.2357142857143,28,ASSORTED COLOUR BIRD ORNAMENT,Middle Value
13706.0,3307.9,165.395,20,COFFEE MUG CAT + BIRD DESIGN,Middle Value
13707.0,8064.1,168.00208333333333,48,GROW A FLYTRAP OR SUNFLOWER IN TIN,Middle Value
13708.0,2968.8,58.21176470588236,51,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Middle Value
13709.0,63280.5,188.33482142857142,336,SMALL CERAMIC TOP STORAGE JAR ,High Value
13710.0,1804.8,225.6,8,HANGING HEART WITH BELL,Middle Value
13711.0,2520.6,193.8923076923077,13,BLUE POLKADOT WRAP,Middle Value
13712.0,2288.4,228.84,10,LIPSTICK PEN RED,Middle Value
13715.0,10793.4,102.7942857142857,105,ENGLISH ROSE NOTEBOOK A7 SIZE,Middle Value
13716.0,1382.8,65.84761904761905,21,12 PENCILS TALL TUBE WOODLAND,Low Value
13717.0,14450.1,141.66764705882352,102,MINI PAINTED GARDEN DECORATION ,Middle Value
13718.0,3065.5,255.45833333333334,12,PORCELAIN BUDAH INCENSE HOLDER,Middle Value
13719.0,10416.8,173.61333333333332,60,CHRISTMAS METAL POSTCARD WITH BELLS,Middle Value
13720.0,7999.0,186.02325581395348,43,COLOUR GLASS T-LIGHT HOLDER HANGING,Middle Value
13721.0,5241.4,187.19285714285712,28,FILIGRIS HEART WITH BUTTERFLY,Middle Value
13722.0,23754.1,279.46,85,WORLD WAR 2 GLIDERS ASSTD DESIGNS,High Value
13723.0,1998.5,333.0833333333333,6,WHITE LOVEBIRD LANTERN,Middle Value
13725.0,19805.6,190.43846153846152,104,BLUE POLKADOT BEAKER ,Middle Value
13726.0,10796.6,257.06190476190477,42,JUMBO STORAGE BAG SKULLS,Middle Value
13727.0,3334.8,166.74,20,MAGIC DRAWING SLATE CIRCUS PARADE  ,Middle Value
13728.0,10161.4,161.29206349206348,63,PACK OF 60 PINK PAISLEY CAKE CASES,Middle Value
13730.0,7526.0,175.02325581395348,43,MINI PAINT SET VINTAGE ,Middle Value
13731.0,6105.9,160.68157894736842,38,WRAP ENGLISH ROSE ,Middle Value
13732.0,4918.6,149.04848484848486,33,3 ROSE MORRIS BOXED CANDLES,Middle Value
13735.0,28852.4,147.2061224489796,196,BOYS VINTAGE TIN SEASIDE BUCKET,Middle Value
13736.0,7319.0,38.31937172774869,191,BLUE POLKADOT COFFEE MUG,Middle Value
13737.0,3396.0,113.2,30,SET OF 4 NAPKIN CHARMS HEARTS,Middle Value
13739.0,2169.0,723.0,3,ROTATING SILVER ANGELS T-LIGHT HLDR,Middle Value
13740.0,3507.5,152.5,23,BLUE POLKADOT COFFEE MUG,Middle Value
13741.0,6684.3,196.5970588235294,34,VINTAGE BEAD PINK EVENING BAG,Middle Value
13742.0,31310.2,97.53956386292835,321,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Middle Value
13743.0,13416.0,327.219512195122,41,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Middle Value
13744.0,11563.6,160.60555555555555,72,BROCADE RING PURSE ,Middle Value
13745.0,3000.4,120.016,25,"ELEPHANT, BIRTHDAY CARD, ",Middle Value
13747.0,796.0,796.0,1,RETROSPOT LAMP,Middle Value
13748.0,9482.5,338.6607142857143,28,PAPER CHAIN KIT 50'S CHRISTMAS ,Middle Value
13750.0,16472.6,686.3583333333332,24,BLACK RECORD COVER FRAME,Middle Value
13751.0,2962.5,329.1666666666667,9,JUMBO BAG RED RETROSPOT,Middle Value
13752.0,11862.8,156.0894736842105,76,AGED GLASS SILVER T-LIGHT HOLDER,Middle Value
13753.0,7412.6,211.78857142857143,35,BUNNY WOODEN PAINTED WITH BIRD ,Middle Value
13754.0,2826.0,235.5,12,60 CAKE CASES VINTAGE CHRISTMAS,Middle Value
13755.0,21613.5,63.19736842105263,342,PENS ASSORTED SPACEBALL,Middle Value
13756.0,51895.2,365.45915492957744,142,SMALL GLASS HEART TRINKET POT,High Value
13758.0,31905.5,272.6965811965812,117,GIRLS ALPHABET IRON ON PATCHES ,High Value
13759.0,6594.099999999999,263.76399999999995,25,REGENCY TEA STRAINER,Middle Value
13760.0,2867.9,50.3140350877193,57,ROBOT BIRTHDAY CARD,Middle Value
13761.0,10706.5,152.95,70,FANCY FONTS BIRTHDAY WRAP,Middle Value
13762.0,3067.2,438.1714285714285,7,KNICKERBOCKERGLORY MAGNET ASSORTED ,Middle Value
13763.0,17149.6,1143.3066666666666,15,HAND WARMER RED LOVE HEART,Middle Value
13764.0,15217.6,73.16153846153847,208,FANCY FONTS BIRTHDAY WRAP,Middle Value
13767.0,172203.6,467.9445652173913,368,ASSORTED COLOUR BIRD ORNAMENT,High Value
13769.0,27965.1,207.14888888888888,135,COLOUR GLASS. STAR T-LIGHT HOLDER,High Value
13771.0,26344.5,221.38235294117646,119,ROLL WRAP VINTAGE CHRISTMAS,High Value
13772.0,11321.3,63.96214689265536,177,PARTY BUNTING,Middle Value
13774.0,3450.0,156.8181818181818,22,60 CAKE CASES VINTAGE CHRISTMAS,Middle Value
13777.0,259771.6,1318.6375634517767,197,STRAWBERRY CERAMIC TRINKET BOX,High Value
13778.0,1787.0,198.55555555555554,9,GROW A FLYTRAP OR SUNFLOWER IN TIN,Middle Value
13780.0,3600.1,63.15964912280702,57,AGED GLASS SILVER T-LIGHT HOLDER,Middle Value
13781.0,1278.4,75.2,17,BEWARE OF THE CAT METAL SIGN ,Low Value
13782.0,9120.0,79.30434782608695,115,ENGLISH ROSE NOTEBOOK A7 SIZE,Middle Value
13784.0,24627.9,794.4483870967742,31,PLACE SETTING WHITE HEART,Middle Value
13786.0,2304.0,329.14285714285717,7,WHITE HANGING HEART T-LIGHT HOLDER,Middle Value
13787.0,3090.4,99.69032258064516,31,DOVE DECORATION PAINTED ZINC ,Middle Value
13790.0,3488.0,77.5111111111111,45,CHRISTMAS PUDDING TRINKET POT ,Middle Value
13791.0,15160.0,1378.1818181818182,11,LUNCH BAG  BLACK SKULL.,Middle Value
13792.0,1955.5,150.42307692307693,13,CHRISTMAS GINGHAM STAR,Low Value
13798.0,371538.5,1064.580229226361,349,JUMBO BAG RED RETROSPOT,High Value
13799.0,6888.6,176.63076923076923,39,BIG DOUGHNUT FRIDGE MAGNETS,Middle Value
13800.0,5583.2,169.1878787878788,33,WRAP ALPHABET DESIGN,Middle Value
13801.0,3248.0,141.2173913043478,23,SMALL HEART FLOWERS HOOK ,Middle Value
13802.0,45994.2,766.5699999999999,60,JUMBO BAG RED RETROSPOT,High Value
13803.0,2770.7,162.98235294117646,17,EASTER CRAFT 4 CHICKS ,Middle Value
13804.0,26357.9,192.39343065693433,137,WORLD WAR 2 GLIDERS ASSTD DESIGNS,High Value
13805.0,9246.0,711.2307692307693,13,JAZZ HEARTS ADDRESS BOOK,Middle Value
13806.0,2563.8,256.38,10,ENAMEL FLOWER JUG CREAM,Middle Value
13807.0,1126.0,160.85714285714286,7,HEART OF WICKER SMALL,Low Value
13808.0,17476.6,229.9552631578947,76,ANTIQUE SILVER T-LIGHT GLASS,Middle Value
13809.0,1550.5,129.20833333333334,12,CANDLEHOLDER PINK HANGING HEART,Low Value
13810.0,14990.1,428.28857142857146,35,3 PIECE SPACEBOY COOKIE CUTTER SET,Middle Value
13811.0,8145.0,626.5384615384615,13,RECYCLED ACAPULCO MAT TURQUOISE,Middle Value
13812.0,5390.0,149.72222222222223,36,PACK OF 12 WOODLAND TISSUES ,Middle Value
13813.0,13668.6,198.09565217391304,69,RED RETROSPOT WRAP ,Middle Value
13814.0,15791.2,277.0385964912281,57,PACK OF 72 RETROSPOT CAKE CASES,Middle Value
13815.0,40273.6,228.8272727272727,176,GIRLS ALPHABET IRON ON PATCHES ,High Value
13816.0,5716.7,204.16785714285714,28,MINI PAINT SET VINTAGE ,Middle Value
13817.0,3829.8,159.57500000000002,24,RED RETROSPOT TAPE,Middle Value
13819.0,11403.5,316.7638888888889,36,PACK OF 72 RETROSPOT CAKE CASES,Middle Value
13821.0,3856.4,65.36271186440678,59,LADS ONLY TISSUE BOX,Middle Value
13822.0,6320.0,65.83333333333333,96,POPART WOODEN PENCILS ASST,Middle Value
13823.0,9576.6,239.41500000000002,40,WOODEN PICTURE FRAME WHITE FINISH,Middle Value
13824.0,16989.4,369.33478260869566,46,TRADITIONAL KNITTING NANCY,Middle Value
13826.0,1895.0,189.5,10,60 TEATIME FAIRY CAKE CASES,Middle Value
13827.0,4120.5,44.306451612903224,93,HANGING HEART JAR T-LIGHT HOLDER,Middle Value
13828.0,2094.9,139.66,15,PENS ASSORTED FUNKY JEWELED ,Low Value
13831.0,22029.9,297.7013513513514,74,WHITE HANGING HEART T-LIGHT HOLDER,High Value
13832.0,522.0,174.0,3,CERAMIC HEART FAIRY CAKE MONEY BANK,Low Value
13833.0,3848.0,132.68965517241378,29,SET/10 BLUE POLKADOT PARTY CANDLES,Middle Value
13835.0,8345.7,151.74,55,"FEATHER PEN,HOT PINK",Middle Value
13837.0,2712.4,142.7578947368421,19,T-LIGHT GLASS FLUTED ANTIQUE,Middle Value
13838.0,6917.3,39.75459770114943,174,DRAWER KNOB CERAMIC IVORY,Middle Value
13841.0,850.0,850.0,1,LARGE CHINESE STYLE SCISSOR,Middle Value
13842.0,33856.2,164.3504854368932,206,DECORATIVE WICKER HEART SMALL,Middle Value
13844.0,3616.2,180.81,20,AGED GLASS SILVER T-LIGHT HOLDER,Middle Value
13845.0,3129.8,347.7555555555556,9,LARGE WHITE HEART OF WICKER,Middle Value
13846.0,8650.6,157.28363636363636,55,CAKES AND BOWS GIFT  TAPE,Middle Value
13848.0,12550.0,2510.0,5,SMALL CHINESE STYLE SCISSOR,Middle Value
13849.0,15379.5,152.27227722772278,101,WRAP CHRISTMAS SCREEN PRINT,Middle Value
13850.0,15954.8,171.55698924731183,93,60 CAKE CASES DOLLY GIRL DESIGN,Middle Value
13851.0,26514.6,327.3407407407407,81,HAND WARMER OWL DESIGN,High Value
13853.0,10901.4,473.97391304347826,23,BOX OF 6 CHRISTMAS CAKE DECORATIONS,Middle Value
13854.0,81095.2,737.2290909090909,110,HEART OF WICKER SMALL,High Value
13856.0,3885.0,277.5,14,MOROCCAN TEA GLASS,Middle Value
13858.0,2161.7,196.5181818181818,11,CUPCAKE LACE PAPER SET 6,Middle Value
13859.0,2011.6,71.84285714285714,28,GINGHAM ROSE WRAP,Low Value
13860.0,12459.0,163.93421052631578,76,STAR DECORATION PAINTED ZINC ,Middle Value
13862.0,22093.6,158.94676258992806,139,SET OF 4 PANTRY JELLY MOULDS,Middle Value
13863.0,3057.8,152.89000000000001,20,BUNNY EGG GARLAND,Middle Value
13865.0,5015.6,167.18666666666667,30,ASSORTED COLOUR BIRD ORNAMENT,Middle Value
13866.0,1456.6999999999998,208.09999999999997,7,ASSORTED COLOUR BIRD ORNAMENT,Middle Value
13867.0,10152.9,166.44098360655738,61,RED RETROSPOT WRAP ,Middle Value
13868.0,31925.399999999994,967.4363636363635,33,VINTAGE DOILY JUMBO BAG RED ,Middle Value
13869.0,31049.5,101.13843648208469,307,BLUE POLKADOT WRAP,Middle Value
13870.0,27709.4,240.9513043478261,115,PAPER CHAIN KIT 50'S CHRISTMAS ,High Value
13871.0,64032.5,190.57291666666666,336,WRAP ENGLISH ROSE ,High Value
13873.0,3896.0,169.3913043478261,23,FLOWERS TILE COASTER,Middle Value
13874.0,5404.5,300.25,18,WHITE HANGING HEART T-LIGHT HOLDER,Middle Value
13875.0,17867.9,171.8067307692308,104,SKULLS AND CROSSBONES WRAP,Middle Value
13876.0,1227.0,175.28571428571428,7,HANGING  BUTTERFLY T-LIGHT HOLDER,Low Value
13877.0,1172.4,390.8,3,HANGING CLEAR MINI BOTTLE,Middle Value
13878.0,12815.3,355.98055555555555,36,DARK BIRD HOUSE TREE DECORATION,Middle Value
13880.0,32197.7,195.13757575757577,165,COLOUR GLASS T-LIGHT HOLDER HANGING,High Value
13881.0,171595.2,964.01797752809,178,RED  HARMONICA IN BOX ,High Value
13882.0,11911.3,183.2507692307692,65,CHRISTMAS HANGING STAR WITH BELL,Middle Value
13883.0,26744.8,188.34366197183098,142,60 TEATIME FAIRY CAKE CASES,High Value
13884.0,7876.0,133.4915254237288,59,SILVER HANGING T-LIGHT HOLDER,Middle Value
13885.0,5068.0,181.0,28,ICE CREAM SUNDAE LIP GLOSS,Middle Value
13886.0,2435.6,152.225,16,ZINC HEART FLOWER T-LIGHT HOLDER,Low Value
13887.0,3495.5,183.97368421052633,19,SET OF 12  VINTAGE POSTCARD SET,Middle Value
13888.0,6056.3,151.4075,40,HEART IVORY TRELLIS SMALL,Middle Value
13889.0,4169.0,277.93333333333334,15,HAND WARMER BIRD DESIGN,Middle Value
13890.0,18838.1,171.25545454545454,110,PINK CREAM FELT CRAFT TRINKET BOX ,Middle Value
13892.0,6329.7,234.43333333333334,27,SILVER GLITTER FLOWER VOTIVE HOLDER,Middle Value
13893.0,8211.0,391.0,21,PACK OF 6 SANDCASTLE FLAGS ASSORTED,Middle Value
13894.0,5646.2,209.1185185185185,27,ANTIQUE SILVER TEA GLASS ENGRAVED,Middle Value
13895.0,25930.7,219.75169491525423,118,LIPSTICK PEN RED,High Value
13897.0,3111.6,183.03529411764706,17,PACK OF 12 VINTAGE CHRISTMAS TISSUE,Middle Value
13898.0,1559.3,129.94166666666666,12,CAKES AND BOWS GIFT  TAPE,Low Value
13899.0,3885.2,204.4842105263158,19,SET OF 72 PINK HEART PAPER DOILIES,Middle Value
13900.0,7409.5,172.3139534883721,43,PAPER CHAIN KIT EMPIRE,Middle Value
13901.0,28672.0,192.4295302013423,149,FUNKY DIVA PEN,High Value
13904.0,3326.4,127.93846153846154,26,WRAP ALPHABET DESIGN,Middle Value
13908.0,23695.5,194.22540983606558,122,REGENCY CAKE FORK,High Value
13911.0,25809.1,174.3858108108108,148,PAPER POCKET TRAVELING FAN ,Middle Value
13914.0,6264.5,189.83333333333334,33,CHRISTMAS CARD SCREEN PRINT ,Middle Value
13917.0,2720.4,151.13333333333333,18,HEART DECORATION RUSTIC HANGING ,Middle Value
13918.0,12128.4,404.28,30,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Middle Value
13919.0,3848.1,137.43214285714285,28,WRAP RED APPLES ,Middle Value
13922.0,1722.5,246.07142857142858,7,LOVE HEART POCKET WARMER,Middle Value
13923.0,3511.3,175.565,20,CARD MOTORBIKE SANTA,Middle Value
13924.0,18388.5,157.16666666666666,117,SCENTED VELVET LOUNGE CANDLE ,Middle Value
13925.0,6782.5,165.4268292682927,41,SET OF 12 FAIRY CAKE BAKING CASES,Middle Value
13926.0,2238.5,203.5,11,RED RETROSPOT WRAP ,Middle Value
13927.0,3489.9,166.18571428571428,21,PINK POLKADOT WRAP ,Middle Value
13928.0,4645.7,172.06296296296296,27,VICTORIAN  METAL POSTCARD SPRING,Middle Value
13929.0,8426.5,936.2777777777778,9,CLASSIC METAL BIRDCAGE PLANT HOLDER,Middle Value
13930.0,3373.4,198.43529411764706,17,PACK OF 60 DINOSAUR CAKE CASES,Middle Value
13931.0,12375.3,213.36724137931034,58,60 CAKE CASES VINTAGE CHRISTMAS,Middle Value
13932.0,3074.0,192.125,16,PACK OF 6 HANDBAG GIFT BOXES,Middle Value
