CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Voucher
13750.0,129,24,16472.6,3,2,4,324,Other,15
13751.0,364,9,2962.5,1,1,2,112,Low Value,10
13752.0,200,76,11862.8,2,4,4,244,Frequent,70
13753.0,363,35,7412.6,1,3,3,133,Other,15
13754.0,227,12,2826.0,2,1,2,212,Low Value,10
13755.0,85,342,21613.5,4,5,5,455,High Value,100
13756.0,7,142,51895.2,5,5,5,555,High Value,100
13758.0,15,117,31905.5,5,4,5,545,High Value,100
13759.0,109,25,6594.099999999999,3,2,3,323,Other,15
13760.0,130,57,2867.9,3,3,2,332,Other,15
13761.0,126,70,10706.5,3,4,4,344,Other,15
13762.0,294,7,3067.2,1,1,2,112,Low Value,10
13763.0,139,15,17149.6,3,2,4,324,Other,15
13764.0,146,208,15217.6,2,5,4,254,Frequent,70
13767.0,6,368,172203.6,5,5,5,555,High Value,100
13769.0,16,118,24957.6,5,4,5,545,High Value,100
13771.0,140,119,26344.5,2,4,5,245,Frequent,70
13772.0,109,177,11321.3,3,5,4,354,Other,15
13774.0,157,22,3450.0,2,2,2,222,Low Value,10
13777.0,1,189,254378.6,5,5,5,555,High Value,100
13778.0,179,9,1787.0,2,1,1,211,Low Value,10
13780.0,246,57,3600.1,1,3,2,132,Other,15
13781.0,327,17,1278.4,1,2,1,121,Low Value,10
13782.0,88,115,9120.0,4,4,3,443,Other,15
13784.0,85,31,24627.9,4,3,5,435,Other,15
13786.0,16,7,2304.0,5,1,1,511,Recent,50
13787.0,13,31,3090.4,5,3,2,532,Other,15
13790.0,383,45,3488.0,1,3,2,132,Other,15
13791.0,203,11,15160.0,2,1,4,214,Other,15
13792.0,142,13,1955.5,2,1,1,211,Low Value,10
13798.0,13,337,358130.5,5,5,5,555,High Value,100
13799.0,192,39,6888.6,2,3,3,233,Other,15
13800.0,386,33,5583.2,1,3,3,133,Other,15
13801.0,142,23,3248.0,2,2,2,222,Low Value,10
13802.0,214,32,24381.0,2,3,5,235,Other,15
13804.0,106,137,26357.9,3,5,5,355,Other,15
13805.0,128,13,9246.0,3,1,3,313,Other,15
13806.0,139,10,2563.8,3,1,2,312,Other,15
13807.0,16,7,1126.0,5,1,1,511,Recent,50
13808.0,122,76,17476.6,3,4,4,344,Other,15
13809.0,381,12,1550.5,1,1,1,111,Low Value,10
13810.0,104,35,14990.1,3,3,4,334,Other,15
13811.0,259,13,8145.0,1,1,3,113,Other,15
13812.0,118,36,5390.0,3,3,3,333,Other,15
13813.0,115,69,13668.6,3,4,4,344,Other,15
13814.0,168,57,15791.2,2,3,4,234,Other,15
13815.0,98,176,40273.6,4,5,5,455,High Value,100
13816.0,99,28,5716.7,4,2,3,423,Other,15
13817.0,1,24,3829.8,5,2,2,522,Recent,50
13819.0,377,36,11403.5,1,3,4,134,Other,15
13821.0,220,59,3856.4,2,4,2,242,Other,15
13822.0,116,96,6320.0,3,4,3,343,Other,15
13823.0,94,40,9576.6,4,3,4,434,Other,15
13824.0,108,46,16989.4,3,3,4,334,Other,15
13826.0,252,10,1895.0,1,1,1,111,Low Value,10
13827.0,134,93,4120.5,3,4,2,342,Other,15
13828.0,98,15,2094.9,4,2,1,421,Recent,50
13831.0,18,74,22029.9,5,4,5,545,High Value,100
13832.0,95,3,522.0,4,1,1,411,Recent,50
13833.0,236,29,3848.0,1,2,2,122,Low Value,10
13835.0,101,55,8345.7,4,3,3,433,Other,15
13837.0,297,19,2712.4,1,2,2,122,Low Value,10
13838.0,18,174,6917.3,5,5,3,553,Other,15
13841.0,328,1,850.0,1,1,1,111,Low Value,10
13842.0,15,206,33856.2,5,5,5,555,High Value,100
13844.0,87,20,3616.2,4,2,2,422,Recent,50
13845.0,140,9,3129.8,2,1,2,212,Low Value,10
13846.0,9,55,8650.6,5,3,3,533,Other,15
13848.0,15,5,12550.0,5,1,4,514,Other,15
13849.0,127,101,15379.5,3,4,4,344,Other,15
13850.0,205,93,15954.8,2,4,4,244,Frequent,70
13851.0,171,81,26514.6,2,4,5,245,Frequent,70
13853.0,134,23,10901.4,3,2,4,324,Other,15
13854.0,6,110,81095.2,5,4,5,545,High Value,100
13856.0,244,14,3885.0,1,2,2,122,Low Value,10
13858.0,134,11,2161.7,3,1,1,311,Other,15
13859.0,402,28,2011.6,1,2,1,121,Low Value,10
13860.0,90,76,12459.0,4,4,4,444,High Value,100
13862.0,93,139,22093.6,4,5,5,455,High Value,100
13863.0,323,20,3057.8,1,2,2,122,Low Value,10
13865.0,144,30,5015.6,2,3,3,233,Other,15
13866.0,150,7,1456.6999999999998,2,1,1,211,Low Value,10
13867.0,107,61,10152.9,3,4,4,344,Other,15
13868.0,114,33,31925.399999999994,3,3,5,335,Other,15
13869.0,6,307,31049.5,5,5,5,555,High Value,100
13870.0,116,115,27709.4,3,4,5,345,Other,15
13871.0,98,336,64032.5,4,5,5,455,High Value,100
13873.0,205,23,3896.0,2,2,2,222,Low Value,10
13874.0,6,18,5404.5,5,2,3,523,Other,15
13875.0,129,104,17867.9,3,4,4,344,Other,15
13876.0,139,7,1227.0,3,1,1,311,Other,15
13877.0,162,3,1172.4,2,1,1,211,Low Value,10
13878.0,130,36,12815.3,3,3,4,334,Other,15
13880.0,16,165,32197.7,5,5,5,555,High Value,100
13881.0,87,178,171595.2,4,5,5,455,High Value,100
13882.0,87,65,11911.3,4,4,4,444,High Value,100
13883.0,86,96,16940.7,4,4,4,444,High Value,100
13884.0,165,59,7876.0,2,4,3,243,Other,15
13885.0,266,28,5068.0,1,2,3,123,Other,15
13886.0,147,16,2435.6,2,2,1,221,Low Value,10
13887.0,279,19,3495.5,1,2,2,122,Low Value,10
13888.0,205,40,6056.3,2,3,3,233,Other,15
13889.0,168,15,4169.0,2,2,2,222,Low Value,10
13890.0,7,110,18838.1,5,4,4,544,High Value,100
13892.0,103,27,6329.7,4,2,3,423,Other,15
13893.0,373,21,8211.0,1,2,3,123,Other,15
13894.0,99,27,5646.2,4,2,3,423,Other,15
13895.0,103,118,25930.7,4,4,5,445,High Value,100
13897.0,126,17,3111.6,3,2,2,322,Other,15
13898.0,401,12,1559.3,1,1,1,111,Low Value,10
13899.0,93,19,3885.2,4,2,2,422,Recent,50
13900.0,258,43,7409.5,1,3,3,133,Other,15
13901.0,148,149,28672.0,2,5,5,255,Frequent,70
13904.0,113,26,3326.4,3,2,2,322,Other,15
13908.0,155,122,23695.5,2,5,5,255,Frequent,70
13911.0,134,148,25809.1,3,5,5,355,Other,15
13914.0,87,33,6264.5,4,3,3,433,Other,15
13917.0,125,18,2720.4,3,2,2,322,Other,15
13918.0,125,22,10146.4,3,2,4,324,Other,15
13919.0,135,28,3848.1,3,2,2,322,Other,15
13922.0,1,7,1722.5,5,1,1,511,Recent,50
13923.0,129,20,3511.3,3,2,2,322,Other,15
13924.0,93,117,18388.5,4,4,4,444,High Value,100
13925.0,168,41,6782.5,2,3,3,233,Other,15
13926.0,99,11,2238.5,4,1,1,411,Recent,50
13927.0,150,21,3489.9,2,2,2,222,Low Value,10
13928.0,86,27,4645.7,4,2,2,422,Recent,50
13929.0,246,9,8426.5,1,1,3,113,Other,15
13930.0,134,17,3373.4,3,2,2,322,Other,15
13931.0,171,58,12375.3,2,3,4,234,Other,15
13932.0,370,16,3074.0,1,2,2,122,Low Value,10
13933.0,185,23,6087.9,2,2,3,223,Other,15
13934.0,367,31,9221.0,1,3,3,133,Other,15
13936.0,256,26,3765.8,1,2,2,122,Low Value,10
13937.0,245,9,1588.5,1,1,1,111,Low Value,10
13938.0,111,7,716.6,3,1,1,311,Other,15
13939.0,99,45,5685.5,4,3,3,433,Other,15
13940.0,93,49,8391.4,4,3,3,433,Other,15
13941.0,21,45,51129.6,5,3,5,535,Other,15
13946.0,155,11,5615.7,2,1,3,213,Other,15
13947.0,141,5,906.0,2,1,1,211,Low Value,10
13948.0,9,3,1020.0,5,1,1,511,Recent,50
13949.0,100,160,24273.2,4,5,5,455,High Value,100
13950.0,87,35,7450.6,4,3,3,433,Other,15
13951.0,251,39,6744.5,1,3,3,133,Other,15
13952.0,293,137,32510.71,1,5,5,155,Frequent,70
13953.0,1,20,35156.8,5,2,5,525,Other,15
13954.0,146,25,4399.2,2,2,2,222,Low Value,10
13955.0,229,33,3229.6,2,3,2,232,Other,15
13956.0,130,152,10264.2,3,5,4,354,Other,15
13959.0,21,92,5982.0,5,4,3,543,Other,15
13960.0,97,12,2302.2,4,1,1,411,Recent,50
13962.0,97,11,1695.5,4,1,1,411,Recent,50
13963.0,16,35,6645.4,5,3,3,533,Other,15
13967.0,221,2,807.0,2,1,1,211,Low Value,10
13969.0,13,626,90539.4,5,5,5,555,High Value,100
13971.0,94,149,27582.6,4,5,5,455,High Value,100
13972.0,146,15,1902.5,2,2,1,221,Low Value,10
13973.0,363,11,2647.0,1,1,2,112,Low Value,10
13974.0,125,28,4135.9,3,2,2,322,Other,15
13975.0,107,338,25262.8,3,5,5,355,Other,15
13976.0,282,10,3579.7999999999997,1,1,2,112,Low Value,10
13978.0,90,15,1967.8999999999999,4,2,1,421,Recent,50
13979.0,149,54,8698.7,2,3,3,233,Other,15
13980.0,136,11,2001.4,3,1,1,311,Other,15
13982.0,14,111,18718.1,5,4,4,544,High Value,100
13983.0,15,107,26034.3,5,4,5,545,High Value,100
13984.0,15,16,9205.1,5,2,3,523,Other,15
13985.0,90,351,70601.3,4,5,5,455,High Value,100
13986.0,93,13,3204.6,4,1,2,412,Recent,50
13988.0,95,191,35169.0,4,5,5,455,High Value,100
13989.0,141,41,12660.8,2,3,4,234,Other,15
13990.0,289,16,3113.0,1,2,2,122,Low Value,10
13991.0,88,84,8559.7,4,4,3,443,Other,15
13992.0,106,5,768.0,3,1,1,311,Other,15
13993.0,118,121,34663.6,3,5,5,355,Other,15
13994.0,115,155,23131.4,3,5,5,355,Other,15
13995.0,91,86,13936.9,4,4,4,444,High Value,100
13999.0,11,192,36003.3,5,5,5,555,High Value,100
14000.0,296,15,6356.6,1,2,3,123,Other,15
14001.0,22,39,20430.8,5,3,4,534,Other,15
14002.0,210,47,5297.3,2,3,3,233,Other,15
14004.0,119,171,45826.4,3,5,5,355,Other,15
14005.0,85,84,28747.2,4,4,5,445,High Value,100
14006.0,191,30,9621.9,2,3,4,234,Other,15
14009.0,274,42,6956.1,1,3,3,133,Other,15
14012.0,381,11,3288.0,1,1,2,112,Low Value,10
14013.0,186,34,4730.2,2,3,2,232,Other,15
14014.0,154,39,5051.8,2,3,3,233,Other,15
14015.0,128,20,9173.4,3,2,3,323,Other,15
14016.0,6,161,43412.1,5,5,5,555,High Value,100
14019.0,122,66,14216.1,3,4,4,344,Other,15
14020.0,93,39,6428.0,4,3,3,433,Other,15
14021.0,231,22,6319.0,1,2,3,123,Other,15
14022.0,301,28,4400.0,1,2,2,122,Low Value,10
14023.0,327,31,5840.7,1,3,3,133,Other,15
14024.0,197,16,3277.0,2,2,2,222,Low Value,10
14027.0,136,6,1048.2,3,1,1,311,Other,15
14029.0,139,15,4676.6,3,2,2,322,Other,15
14030.0,14,243,23600.9,5,5,5,555,High Value,100
14031.0,6,245,161168.6,5,5,5,555,High Value,100
14032.0,4,143,29755.899999999998,5,5,5,555,High Value,100
14034.0,98,89,6518.2,4,4,3,443,Other,15
14035.0,104,66,14280.199999999999,3,4,4,344,Other,15
14036.0,360,38,6266.5,1,3,3,133,Other,15
14037.0,13,28,1472.0,5,2,1,521,Recent,50
14038.0,154,92,15603.8,2,4,4,244,Frequent,70
14039.0,109,6,1522.0,3,1,1,311,Other,15
14040.0,116,235,36149.2,3,5,5,355,Other,15
14041.0,370,21,1414.1,1,2,1,121,Low Value,10
14044.0,103,209,6528.2,4,5,3,453,Other,15
14045.0,22,6,16597.5,5,1,4,514,Other,15
14046.0,360,14,1549.9,1,2,1,121,Low Value,10
14047.0,21,32,13086.1,5,3,4,534,Other,15
14048.0,381,85,4099.3,1,4,2,142,Other,15
14049.0,93,488,56817.2,4,5,5,455,High Value,100
14050.0,107,54,7463.6,3,3,3,333,Other,15
14051.0,3,210,156103.9,5,5,5,555,High Value,100
14052.0,95,56,2253.6,4,3,1,431,Other,15
14053.0,200,4,2602.5,2,1,2,212,Low Value,10
14054.0,141,6,924.6,2,1,1,211,Low Value,10
14055.0,182,10,7256.4,2,1,3,213,Other,15
14056.0,91,1079,79377.1,4,5,5,455,High Value,100
14057.0,9,284,62179.6,5,5,5,555,High Value,100
14059.0,370,8,1836.0,1,1,1,111,Low Value,10
14060.0,8,202,61404.2,5,5,5,555,High Value,100
14062.0,3,111,104648.5,5,4,5,545,High Value,100
14064.0,105,72,9783.9,3,4,4,344,Other,15
14066.0,370,7,1525.5,1,1,1,111,Low Value,10
14067.0,139,52,3747.0,3,3,2,332,Other,15
14068.0,397,24,2658.5,1,2,2,122,Low Value,10
14071.0,95,324,14388.2,4,5,4,454,High Value,100
14073.0,108,13,1510.4,3,1,1,311,Other,15
14075.0,95,43,9422.6,4,3,4,434,Other,15
14076.0,205,46,1224.7,2,3,1,231,Other,15
14077.0,116,42,4994.2,3,3,3,333,Other,15
14078.0,22,65,10493.7,5,4,4,544,High Value,100
14079.0,200,12,3751.0,2,1,2,212,Low Value,10
14080.0,108,4,456.0,3,1,1,311,Other,15
14081.0,18,153,9345.2,5,5,3,553,Other,15
14082.0,13,29,1822.5,5,2,1,521,Recent,50
14083.0,3,181,10184.3,5,5,4,554,High Value,100
14085.0,1,450,44485.4,5,5,5,555,High Value,100
14087.0,381,69,1944.2,1,4,1,141,Other,15
14088.0,86,589,504918.1,4,5,5,455,High Value,100
14089.0,132,14,1610.0,3,2,1,321,Other,15
14090.0,400,1,763.1999999999999,1,1,1,111,Low Value,10
14092.0,1,214,40769.1,5,5,5,555,High Value,100
14093.0,87,105,4428.5,4,4,2,442,Other,15
14096.0,87,5111,651647.9,4,5,5,455,High Value,100
14098.0,113,21,1473.5,3,2,1,321,Other,15
14099.0,3,222,28600.4,5,5,5,555,High Value,100
14100.0,213,26,1949.0,2,2,1,221,Low Value,10
14101.0,149,35,59767.9,2,3,5,235,Other,15
14102.0,87,79,13602.8,4,4,4,444,High Value,100
14104.0,230,21,2162.1,2,2,1,221,Low Value,10
14105.0,314,74,12662.3,1,4,4,144,Frequent,70
14107.0,13,123,27032.3,5,5,5,555,High Value,100
14108.0,106,34,5979.1,3,3,3,333,Other,15
14109.0,148,9,1442.0,2,1,1,211,Low Value,10
14110.0,97,156,56831.5,4,5,5,455,High Value,100
14111.0,90,10,6928.5,4,1,3,413,Other,15
14112.0,98,160,29151.5,4,5,5,455,High Value,100
14113.0,3,34,18404.2,5,3,4,534,Other,15
14114.0,377,15,3865.3,1,2,2,122,Low Value,10
14116.0,95,72,13827.4,4,4,4,444,High Value,100
14117.0,219,3,900.0,2,1,1,211,Low Value,10
14121.0,86,159,27801.5,4,5,5,455,High Value,100
14124.0,160,5,4195.8,2,1,2,212,Low Value,10
14125.0,86,167,27404.3,4,5,5,455,High Value,100
14126.0,86,15,7061.299999999999,4,2,3,423,Other,15
14127.0,198,44,7097.1,2,3,3,233,Other,15
14128.0,136,24,3319.6,3,2,2,322,Other,15
14129.0,93,52,11238.6,4,3,4,434,Other,15
14130.0,395,67,4838.6,1,4,2,142,Other,15
14132.0,90,200,35860.3,4,5,5,455,High Value,100
14133.0,205,28,6056.4,2,2,3,223,Other,15
14135.0,2,134,46903.1,5,5,5,555,High Value,100
14138.0,139,47,9823.8,3,3,4,334,Other,15
14139.0,122,26,4158.2,3,2,2,322,Other,15
14140.0,107,66,9350.5,3,4,3,343,Other,15
14141.0,135,40,9151.3,3,3,3,333,Other,15
14142.0,21,22,3118.1,5,2,2,522,Recent,50
14143.0,209,7,1158.0,2,1,1,211,Low Value,10
14145.0,122,11,37422.0,3,1,5,315,Other,15
14146.0,6,180,35287.0,5,5,5,555,High Value,100
14147.0,153,5,4834.0,2,1,2,212,Low Value,10
14148.0,309,3,1572.0,1,1,1,111,Low Value,10
14149.0,297,28,4466.2,1,2,2,122,Low Value,10
14150.0,8,26,6586.400000000001,5,2,3,523,Other,15
14152.0,151,49,6212.9,2,3,3,233,Other,15
14154.0,314,52,13456.2,1,3,4,134,Other,15
14155.0,370,6,1187.5,1,1,1,111,Low Value,10
14156.0,21,1400,1173796.3,5,5,5,555,High Value,100
14157.0,95,48,4328.8,4,3,2,432,Other,15
14158.0,116,41,5076.6,3,3,3,333,Other,15
14159.0,21,1204,46930.1,5,5,5,555,High Value,100
14161.0,18,108,11105.2,5,4,4,544,High Value,100
14162.0,249,25,2893.6,1,2,2,122,Low Value,10
14163.0,164,52,24459.1,2,3,5,235,Other,15
14164.0,146,29,16317.699999999999,2,2,4,224,Other,15
14165.0,379,25,1225.4,1,2,1,121,Low Value,10
14167.0,115,52,5748.4,3,3,3,333,Other,15
14171.0,173,58,3637.9,2,3,2,232,Other,15
14173.0,86,29,4508.4,4,2,2,422,Recent,50
14174.0,109,26,1344.6,3,2,1,321,Other,15
14175.0,135,149,32223.0,3,5,5,355,Other,15
14176.0,16,31,5769.0,5,3,3,533,Other,15
14177.0,162,42,5594.1,2,3,3,233,Other,15
14178.0,104,327,16209.3,3,5,4,354,Other,15
14179.0,116,165,7197.8,3,5,3,353,Other,15
14180.0,6,225,45033.2,5,5,5,555,High Value,100
14184.0,142,24,4528.9,2,2,2,222,Low Value,10
14185.0,417,3,1976.5,1,1,1,111,Low Value,10
14188.0,106,65,20543.6,3,4,5,345,Other,15
14189.0,17,247,43399.8,5,5,5,555,High Value,100
14191.0,85,259,46847.6,4,5,5,455,High Value,100
14193.0,144,42,8533.9,2,3,3,233,Other,15
14194.0,94,579,113495.2,4,5,5,455,High Value,100
14195.0,277,7,10120.0,1,1,4,114,Other,15
14196.0,182,6,3355.2,2,1,2,212,Low Value,10
14198.0,93,39,7014.0,4,3,3,433,Other,15
14199.0,294,2,1854.0,1,1,1,111,Low Value,10
14201.0,8,37,7474.4,5,3,3,533,Other,15
14204.0,381,44,1610.3,1,3,1,131,Other,15
14205.0,93,24,4667.0,4,2,2,422,Recent,50
14206.0,314,20,3281.6,1,2,2,122,Low Value,10
14208.0,170,10,1517.4,2,1,1,211,Low Value,10
14209.0,86,87,20734.3,4,4,5,445,High Value,100
14210.0,21,102,19058.4,5,4,4,544,High Value,100
14211.0,129,112,22411.0,3,4,5,345,Other,15
14212.0,165,9,10704.8,2,1,4,214,Other,15
14214.0,106,67,10043.8,3,4,4,344,Other,15
14215.0,17,108,17897.2,5,4,4,544,High Value,100
14216.0,93,59,18393.0,4,4,4,444,High Value,100
14217.0,15,100,20049.8,5,4,4,544,High Value,100
14218.0,118,12,1694.8,3,1,1,311,Other,15
14219.0,383,7,899.4,1,1,1,111,Low Value,10
14220.0,6,21,6324.0,5,2,3,523,Other,15
14221.0,118,193,34328.0,3,5,5,355,Other,15
14222.0,252,41,6831.7,1,3,3,133,Other,15
14223.0,168,60,9911.3,2,4,4,244,Frequent,70
14224.0,186,118,10501.2,2,4,4,244,Frequent,70
14226.0,104,67,22321.9,3,4,5,345,Other,15
14227.0,103,175,33509.6,4,5,5,455,High Value,100
14229.0,127,40,15472.0,3,3,4,334,Other,15
14231.0,259,50,9257.1,1,3,3,133,Other,15
14232.0,118,115,20480.7,3,4,5,345,Other,15
14233.0,125,35,14627.2,3,3,4,334,Other,15
14234.0,97,159,7754.6,4,5,3,453,Other,15
14235.0,151,79,31448.6,2,4,5,245,Frequent,70
14236.0,20,15,4908.6,5,2,3,523,Other,15
14237.0,22,9,1610.0,5,1,1,511,Recent,50
14238.0,402,8,1468.5,1,1,1,111,Low Value,10
14239.0,119,112,23808.5,3,4,5,345,Other,15
14240.0,106,42,8903.4,3,3,3,333,Other,15
14241.0,259,10,2137.0,1,1,1,111,Low Value,10
14242.0,310,16,2805.5,1,2,2,122,Low Value,10
14243.0,6,141,25887.7,5,5,5,555,High Value,100
14245.0,295,108,16934.5,1,4,4,144,Frequent,70
14246.0,186,75,14740.6,2,4,4,244,Frequent,70
14247.0,382,20,1367.7,1,2,1,121,Low Value,10
14248.0,394,8,3025.8,1,1,2,112,Low Value,10
14250.0,165,111,19040.5,2,4,4,244,Frequent,70
14251.0,86,78,28797.0,4,4,5,445,High Value,100
14256.0,13,53,9690.6,5,3,4,534,Other,15
14257.0,139,106,30997.2,3,4,5,345,Other,15
14258.0,85,111,126699.8,4,4,5,445,High Value,100
14259.0,217,5,1200.0,2,1,1,211,Low Value,10
14261.0,126,52,11634.5,3,3,4,334,Other,15
14262.0,93,143,26182.3,4,5,5,455,High Value,100
14264.0,230,17,3339.7,2,2,2,222,Low Value,10
14265.0,185,31,5301.8,2,3,3,233,Other,15
14267.0,238,55,15162.4,1,3,4,134,Other,15
14270.0,417,29,4926.5,1,2,3,123,Other,15
14271.0,301,10,1123.2,1,1,1,111,Low Value,10
14272.0,149,25,3058.7,2,2,2,222,Low Value,10
14273.0,127,29,5599.7,3,2,3,323,Other,15
14276.0,174,64,11197.4,2,4,4,244,Frequent,70
14277.0,91,225,42162.0,4,5,5,455,High Value,100
14280.0,272,8,1340.4,1,1,1,111,Low Value,10
14282.0,16,156,37293.4,5,5,5,555,High Value,100
14284.0,106,32,5952.5,3,3,3,333,Other,15
14285.0,97,27,19100.1,4,2,4,424,Other,15
14286.0,99,280,46287.5,4,5,5,455,High Value,100
14287.0,274,9,1766.3,1,1,1,111,Low Value,10
14288.0,289,16,4266.0,1,2,2,122,Low Value,10
14289.0,210,47,9112.6,2,3,3,233,Other,15
14290.0,11,101,23146.5,5,4,5,545,High Value,100
14291.0,134,237,38832.5,3,5,5,355,Other,15
14292.0,115,100,48719.3,3,4,5,345,Other,15
14293.0,17,61,10465.6,5,4,4,544,High Value,100
14295.0,116,5,1662.0,3,1,1,311,Other,15
14297.0,93,62,13053.3,4,4,4,444,High Value,100
14298.0,3,1623,500093.0,5,5,5,555,High Value,100
14299.0,14,143,39656.2,5,5,5,555,High Value,100
14300.0,94,3,432.0,4,1,1,411,Recent,50
14301.0,193,13,6401.4,2,1,3,213,Other,15
14304.0,298,17,3834.5,1,2,2,122,Low Value,10
14305.0,147,105,18589.6,2,4,4,244,Frequent,70
14306.0,127,33,20933.2,3,3,5,335,Other,15
14307.0,22,180,29957.2,5,5,5,555,High Value,100
14309.0,7,117,23525.3,5,4,5,545,High Value,100
14311.0,318,20,3102.6,1,2,2,122,Low Value,10
14312.0,122,87,16115.9,3,4,4,344,Other,15
14314.0,182,8,1200.0,2,1,1,211,Low Value,10
14315.0,120,101,24811.3,3,4,5,345,Other,15
14317.0,140,24,5085.8,2,2,3,223,Other,15
14320.0,282,31,4777.9,1,3,2,132,Other,15
14321.0,86,123,15307.5,4,5,4,454,High Value,100
14323.0,190,36,6050.6,2,3,3,233,Other,15
14326.0,318,8,1838.5,1,1,1,111,Low Value,10
14327.0,239,12,3116.5,1,1,2,112,Low Value,10
14329.0,93,259,50148.4,4,5,5,455,High Value,100
14331.0,200,28,4626.6,2,2,2,222,Low Value,10
14332.0,98,26,8663.1,4,2,3,423,Other,15
14333.0,144,15,4152.0,2,2,2,222,Low Value,10
14334.0,6,162,25522.1,5,5,5,555,High Value,100
14335.0,93,63,4682.6,4,4,2,442,Other,15
14336.0,93,90,16149.1,4,4,4,444,High Value,100
14338.0,237,31,5882.2,1,3,3,133,Other,15
14339.0,318,14,3095.2,1,2,2,122,Low Value,10
14340.0,294,6,1347.0,1,1,1,111,Low Value,10
14341.0,121,129,21822.8,3,5,5,355,Other,15
14342.0,97,21,6685.599999999999,4,2,3,423,Other,15
14344.0,6,71,8899.3,5,4,3,543,Other,15
14345.0,114,6,1089.8,3,1,1,311,Other,15
14346.0,196,60,10215.8,2,4,4,244,Frequent,70
14348.0,364,18,4095.7,1,2,2,122,Low Value,10
14349.0,86,31,1335.0,4,3,1,431,Other,15
14350.0,378,18,2829.3,1,2,2,122,Low Value,10
14351.0,240,1,510.0,1,1,1,111,Low Value,10
14352.0,233,47,10789.6,1,3,4,134,Other,15
14353.0,291,6,906.0,1,1,1,111,Low Value,10
14354.0,106,9,1636.2,3,1,1,311,Other,15
14355.0,14,11,1744.0,5,1,1,511,Recent,50
14356.0,155,33,7012.3,2,3,3,233,Other,15
14357.0,119,41,2257.7,3,3,1,331,Other,15
14359.0,95,55,9121.8,4,3,3,433,Other,15
14360.0,107,118,21282.3,3,4,5,345,Other,15
14362.0,98,41,1612.0,4,3,1,431,Other,15
14364.0,185,69,37173.5,2,4,5,245,Frequent,70
14367.0,97,497,87569.1,4,5,5,455,High Value,100
14368.0,395,8,1550.0,1,1,1,111,Low Value,10
14371.0,370,4,1005.0,1,1,1,111,Low Value,10
14373.0,7,4,765.5,5,1,1,511,Recent,50
14375.0,261,75,2576.8,1,4,2,142,Other,15
14377.0,267,11,6170.5,1,1,3,113,Other,15
14379.0,119,46,3481.0,3,3,2,332,Other,15
14381.0,127,56,2026.8,3,3,1,331,Other,15
14382.0,103,131,6260.7,4,5,3,453,Other,15
14383.0,114,59,12476.9,3,4,4,344,Other,15
14385.0,85,14,2021.1,4,2,1,421,Recent,50
14386.0,372,7,1424.0,1,1,1,111,Low Value,10
14387.0,108,140,17705.6,3,5,4,354,Other,15
14388.0,21,186,32128.4,5,5,5,555,High Value,100
14389.0,141,45,10434.6,2,3,4,234,Other,15
14390.0,21,286,46528.2,5,5,5,555,High Value,100
14393.0,293,5,679.5,1,1,1,111,Low Value,10
14395.0,20,350,35077.1,5,5,5,555,High Value,100
14396.0,21,73,4879.9,5,4,2,542,Other,15
14397.0,87,87,26129.6,4,4,5,445,High Value,100
14400.0,226,25,5747.0,2,2,3,223,Other,15
14401.0,8,182,40514.8,5,5,5,555,High Value,100
14403.0,206,20,14758.1,2,2,4,224,Other,15
14404.0,18,103,14743.2,5,4,4,544,High Value,100
14406.0,204,8,1567.5,2,1,1,211,Low Value,10
14407.0,183,73,21577.3,2,4,5,245,Frequent,70
14408.0,86,107,26065.3,4,4,5,445,High Value,100
14409.0,17,54,20594.5,5,3,5,535,Other,15
14410.0,168,179,9684.7,2,5,4,254,Frequent,70
14411.0,386,14,10630.0,1,2,4,124,Other,15
14412.0,118,43,7700.3,3,3,3,333,Other,15
14413.0,21,23,1227.0,5,2,1,521,Recent,50
14414.0,7,97,14969.8,5,4,4,544,High Value,100
14415.0,9,590,59002.8,5,5,5,555,High Value,100
14416.0,98,14,4902.2,4,2,3,423,Other,15
14418.0,101,124,19372.5,4,5,4,454,High Value,100
14419.0,13,206,10580.6,5,5,4,554,High Value,100
14420.0,174,29,3875.2000000000003,2,2,2,222,Low Value,10
14421.0,134,27,8131.1,3,2,3,323,Other,15
14422.0,93,222,42636.4,4,5,5,455,High Value,100
14423.0,294,3,2652.0,1,1,2,112,Low Value,10
14424.0,93,1,3220.7999999999997,4,1,2,412,Recent,50
14426.0,99,224,44816.7,4,5,5,455,High Value,100
14427.0,126,17,3633.4,3,2,2,322,Other,15
14428.0,112,144,12448.3,3,5,4,354,Other,15
14431.0,378,17,4703.6,1,2,2,122,Low Value,10
14432.0,85,382,22555.1,4,5,5,455,High Value,100
14434.0,97,12,13728.0,4,1,4,414,Other,15
14436.0,174,9,890.6,2,1,1,211,Low Value,10
14437.0,14,5,630.0,5,1,1,511,Recent,50
14438.0,382,9,1319.0,1,1,1,111,Low Value,10
14439.0,395,32,26612.4,1,3,5,135,Other,15
14440.0,14,55,23576.8,5,3,5,535,Other,15
14441.0,119,38,13560.5,3,3,4,334,Other,15
14442.0,280,63,15898.2,1,4,4,144,Frequent,70
14443.0,17,93,14202.0,5,4,4,544,High Value,100
14446.0,104,293,10395.8,3,5,4,354,Other,15
14447.0,94,70,11632.3,4,4,4,444,High Value,100
